#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-07-23T20:37:43 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5d376ff99188	
#INFO	-out.max=unlimited	
#INFO	queryParameters=30	
#-oc.form=dec
#-out.max=unlimited
#-nav=cat:J/MNRAS/423/2966&tab:{J/MNRAS/423/2966/stars}&key:source=J/MNRAS/423/2966&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/MNRAS/423/2966/stars
#-order=I
#-out=[IHA2007]
#-out=RAJ2000
#-out=DEJ2000
#-out=Per
#-out=Vmag
#-out=Icmag
#-out=Kmag
#-out=SNR
#-out=RV
#-out=l_vsini
#-out=vsini
#-out=Mm
#-out=logL
#-out=amp
#-out=tc
#-out=logR
#-out=W(Ca)1
#-out=W(Ca)2
#-out=logR'1
#-out=Mass
#-out=I07
#
#
#RESOURCE=yCat_74232966
#Name: J/MNRAS/423/2966
#Title: Low-mass stars spectroscopy in NGC 2516 (Jackson+, 2012)
#Table	J_MNRAS_423_2966_stars:
#Name: J/MNRAS/423/2966/stars
#Title: Velocity data, chromospheric activity indices  and related data for targets in NGC 2516
#Column	[IHA2007]	(A8)	Identification number, N-N-NNNN, <[IHA2007] 2516-N-N-NNNN> in Simbad	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A12)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	Per	(F6.3)	? Modulation period	[ucd=time.period]
#Column	Vmag	(F5.2)	V magnitude	[ucd=phot.mag;em.opt.V]
#Column	Icmag	(F5.2)	Cousins C magnitude	[ucd=phot.mag;em.opt.I]
#Column	Kmag	(F5.2)	? CIT K magnitude (1)	[ucd=phot.mag;em.IR.K]
#Column	SNR	(I2)	Signal-to-noise ratio	[ucd=stat.snr]
#Column	RV	(F6.2)	Radial velocity	[ucd=phys.veloc;pos.heliocentric]
#Column	l_vsini	(A1)	Limit flag on vsini	[ucd=meta.code.error;phys.veloc.rotat]
#Column	vsini	(F5.1)	Rotational velocity	[ucd=phys.veloc.rotat]
#Column	Mm	(A1)	[*] * for non-members	[ucd=meta.note]
#Column	logL	(F5.2)	Luminosity	[ucd=phys.luminosity]
#Column	amp	(F6.3)	? sine amplitude (light curve amplitude)	[ucd=src.var.amplitude]
#Column	tc	(I3)	Convective turn-over time {tau}_c_	[ucd=em.freq;src.var]
#Column	logR	(F5.2)	? Rossby number	[ucd=stat.param]
#Column	W(Ca)1	(F5.2)	Ca 8498{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	W(Ca)2	(F5.2)	Ca 8542{AA} equivalent width	[ucd=spect.line.eqWidth]
#Column	logR'1	(F5.2)	? Activity index from Ca8488	[ucd=stat.param]
#Column	Mass	(F5.2)	Mass	[ucd=phys.mass]
#Column	I07	(I3)	Display the data from Irwin et al., 2007, Cat. J/MNRAS/377/741 [NULL integer written as an empty string]	[ucd=meta.ref.url]
#[IHA2007]	RAJ2000	DEJ2000	Per	Vmag	Icmag	Kmag	SNR	RV	l_vsini	vsini	Mm	logL	amp	tc	logR	W(Ca)1	W(Ca)2	logR'1	Mass	I07
# 	"h:m:s"	"d:m:s"	d	mag	mag	mag	 	km/s	 	km/s	 	[Lsun]	mag	d	[-]	0.1nm	0.1nm	[-]	Msun	
#--------	-----------	------------	------	-----	-----	-----	--	------	-	-----	-	-----	------	---	-----	-----	-----	-----	-----	---
2-1-912 	07 59 17.09	-60 54 12.50	 0.481	20.51	17.48	15.01	 8	  3.86	 	 44.2	 	-1.95	 0.032	119	-2.39	 0.36	 0.31	-4.64	 0.27	  1
2-1-943 	07 59 18.48	-60 55 06.11	      	17.98	15.62	13.50	26	 21.12	 	 11.7	*	-1.29	      	 55	     	 0.03	 0.00	-5.67	 0.55	  0
2-2-1247	07 59 36.56	-60 47 23.31	      	18.33	15.97	     	15	  1.61	 	  8.0	 	-1.43	      	 65	     	 0.37	 0.39	-4.56	 0.50	  0
2-2-1299	07 59 39.16	-60 50 15.39	      	20.97	17.94	15.52	 5	  1.24	<	  8.0	 	-2.14	      	148	     	 0.21	 0.31	-4.87	 0.22	  0
2-2-1311	07 59 39.14	-60 45 37.30	 0.367	18.66	16.08	13.83	 9	  7.24	 	 44.1	 	-1.45	 0.024	 67	-2.26	 0.43	 0.45	-4.51	 0.48	  1
2-2-1402	07 59 42.35	-60 50 27.86	      	16.17	14.60	12.89	41	  1.61	<	  8.0	*	-0.94	      	 37	     	 0.27	 0.33	-4.67	 0.68	  0
2-2-169 	07 58 56.42	-60 47 22.80	 0.452	17.11	15.20	13.13	18	  3.10	 	 55.3	 	-1.16	 0.024	 48	-2.02	 0.53	 0.56	-4.38	 0.60	  1
2-2-19  	07 58 50.90	-60 48 36.04	      	20.15	17.29	     	 7	  1.19	 	 21.3	 	-1.90	      	112	     	 0.36	 0.25	-4.61	 0.30	  0
2-2-1907	08 00 02.42	-60 48 44.73	      	19.35	16.69	14.51	10	  2.20	 	 21.0	 	-1.69	      	 88	     	 0.29	 0.37	-4.68	 0.39	  0
2-2-2153	08 00 11.63	-60 48 32.40	 6.784	17.00	15.05	13.08	20	  1.94	<	  8.0	*	-1.08	 0.015	 44	-0.81	 0.37	 0.48	-4.55	 0.63	  1
2-2-2387	08 00 18.18	-60 48 17.20	 2.247	18.37	15.98	13.88	11	  0.09	 	  9.6	 	-1.43	 0.009	 65	-1.46	 0.48	 0.50	-4.45	 0.49	  1
2-2-3180	08 00 42.27	-60 46 50.69	      	18.66	16.27	14.20	15	 13.37	<	  8.0	*	-1.54	      	 74	     	-0.02	 0.02	     	 0.45	  0
2-2-3311	08 00 47.43	-60 46 21.43	      	20.51	17.60	15.12	 9	  0.93	 	 55.4	 	-2.02	      	128	     	 0.16	 0.48	-4.96	 0.26	  0
2-2-3336	08 00 48.53	-60 48 12.13	      	21.26	18.17	15.42	 6	  1.93	 	 13.8	 	-2.22	      	162	     	 0.21	 0.31	-4.88	 0.19	  0
2-2-3494	08 00 52.80	-60 49 09.26	      	15.64	14.27	12.45	57	  7.38	<	  8.0	*	-0.80	      	 31	     	 0.05	 0.11	-5.38	 0.73	  0
2-2-3759	08 01 03.29	-60 48 15.96	      	20.30	17.29	14.75	12	  2.30	 	 40.4	 	-1.88	      	110	     	 0.40	 0.40	-4.58	 0.30	  0
2-2-3845	08 01 04.95	-60 41 55.99	      	19.48	16.92	14.64	10	  2.60	<	  8.0	*	-1.79	      	 99	     	 0.03	-0.01	-5.61	 0.36	  0
2-2-3933	08 01 07.66	-60 43 35.20	 8.677	17.95	15.78	13.62	27	 70.99	<	  8.0	*	-1.36	 0.016	 60	-0.84	 0.69	 0.40	-4.28	 0.52	  1
2-2-4051	08 01 12.71	-60 48 25.30	10.033	18.08	15.79	13.64	27	  1.09	<	  8.0	 	-1.36	 0.018	 60	-0.78	 0.56	 0.59	-4.38	 0.52	  1
2-2-464 	07 59 06.93	-60 46 50.78	      	16.29	14.80	13.19	32	 33.03	<	  8.0	*	-1.02	      	 41	     	 0.14	 0.16	-4.94	 0.66	  0
2-2-511 	07 59 09.08	-60 47 57.00	 0.392	19.56	16.64	14.30	10	  1.15	 	 40.3	 	-1.63	 0.041	 83	-2.32	 0.42	 0.16	-4.55	 0.40	  1
2-2-745 	07 59 17.98	-60 45 18.82	      	17.62	15.30	13.09	21	  0.12	 	 14.8	 	-1.16	      	 48	     	 0.46	 0.52	-4.47	 0.59	  0
2-2-90  	07 58 54.31	-60 50 05.75	      	19.05	16.44	14.22	14	 53.42	<	  8.0	*	-1.60	      	 79	     	 0.06	-0.02	-5.37	 0.43	  0
2-3-1157	07 59 36.36	-60 33 04.90	 3.402	17.79	15.50	13.36	33	  1.00	 	 12.0	 	-1.24	 0.020	 53	-1.19	 0.53	 0.54	-4.41	 0.56	  1
2-3-1199	07 59 37.51	-60 32 45.57	      	18.61	16.14	     	19	  0.53	 	 34.8	 	-1.48	      	 70	     	 0.51	 0.49	-4.42	 0.47	  0
2-3-1361	07 59 44.31	-60 32 19.72	      	18.13	15.65	13.41	28	  2.26	 	 41.1	 	-1.29	      	 56	     	 0.63	 0.65	-4.34	 0.54	  0
2-3-1480	07 59 48.60	-60 33 33.71	      	18.27	16.02	13.80	22	  8.33	<	  8.0	*	-1.45	      	 67	     	 0.10	 0.08	-5.15	 0.49	  0
2-3-1757	07 59 55.85	-60 37 45.71	      	19.70	16.72	14.12	10	  0.15	 	 43.3	 	-1.66	      	 85	     	 0.26	 0.28	-4.76	 0.39	  0
2-3-1984	07 59 55.72	-60 33 47.15	      	20.22	17.19	14.64	10	  1.26	 	 24.5	 	-1.84	      	104	     	 0.23	 0.16	-4.83	 0.31	  0
2-3-2156	08 00 06.39	-60 38 21.46	      	19.24	16.64	14.37	 9	 33.29	 	 21.6	*	-1.68	      	 87	     	 0.04	 0.05	-5.52	 0.40	  0
2-3-2191	08 00 07.19	-60 33 38.48	      	19.78	17.03	14.49	14	 17.87	 	  9.3	*	-1.81	      	102	     	 0.02	-0.07	-5.85	 0.34	  0
2-3-2256	08 00 09.22	-60 39 30.45	      	17.60	15.03	12.84	17	  9.51	<	  8.0	*	-1.03	      	 41	     	 0.10	-0.01	-5.12	 0.63	  0
2-3-2921	08 00 37.60	-60 36 22.76	      	15.49	14.07	12.59	30	  0.71	<	  8.0	 	-0.72	      	 29	     	 0.32	 0.38	-4.60	 0.75	  0
2-3-2979	08 00 40.83	-60 39 47.18	      	18.24	15.50	13.25	 7	 16.75	 	 20.8	*	-1.20	      	 50	     	 0.19	-0.02	-4.88	 0.56	  0
2-3-3015	08 00 42.32	-60 36 56.30	 1.392	20.31	17.38	15.06	 6	  0.85	 	 18.8	 	-1.93	 0.023	116	-1.92	 0.34	 0.34	-4.64	 0.29	  1
2-3-3402	08 00 57.82	-60 33 33.00	 3.168	17.30	15.09	12.91	30	  0.33	 	  9.4	 	-1.08	 0.013	 44	-1.14	 0.41	 0.46	-4.51	 0.62	  1
2-3-3475	08 01 00.97	-60 34 20.60	 0.713	20.12	17.06	14.64	 8	  0.07	 	 27.9	 	-1.78	 0.015	 98	-2.14	 0.24	 0.33	-4.82	 0.34	  1
2-3-3537	08 01 04.02	-60 35 22.40	 6.364	17.77	15.58	13.54	14	  0.86	<	  8.0	 	-1.28	 0.015	 55	-0.94	 0.44	 0.57	-4.48	 0.55	  1
2-3-3611	08 01 07.20	-60 35 46.63	      	18.66	16.15	14.08	10	  1.54	 	 30.0	 	-1.49	      	 70	     	 0.51	 0.50	-4.43	 0.47	  0
2-3-415 	07 59 08.61	-60 32 59.74	      	18.00	15.70	13.72	12	  1.34	<	  8.0	 	-1.32	      	 58	     	 0.51	 0.53	-4.42	 0.53	  0
2-3-851 	07 59 25.70	-60 35 00.08	      	19.73	17.05	14.77	 8	  0.03	 	 18.8	 	-1.83	      	104	     	 0.20	 0.27	-4.84	 0.34	  0
2-3-933 	07 59 29.02	-60 39 41.70	 0.332	17.47	15.35	13.33	 9	  1.63	 	 67.5	 	-1.20	 0.017	 50	-2.18	 0.15	 0.69	-4.96	 0.58	  1
2-4-1242	07 59 34.86	-60 30 09.00	 3.345	19.09	16.40	14.10	15	 20.47	 	  9.8	*	-1.57	 0.017	 77	-1.36	 0.23	 0.23	-4.79	 0.44	  1
2-4-1691	07 59 48.19	-60 30 03.49	      	18.74	16.31	14.08	19	 25.47	<	  8.0	*	-1.56	      	 75	     	-0.01	-0.03	     	 0.45	  0
2-4-1867	07 59 52.01	-60 29 13.44	      	17.75	15.38	13.11	35	  0.54	 	 55.8	 	-1.19	      	 50	     	 0.48	 0.65	-4.45	 0.58	  0
2-4-1870	07 59 53.99	-60 29 16.88	      	19.15	16.54	14.38	13	  1.98	 	 17.4	 	-1.64	      	 83	     	 0.39	 0.36	-4.55	 0.41	  0
2-4-1973	07 59 58.37	-60 24 17.18	      	15.88	14.52	12.47	22	  0.42	 	 63.8	 	-0.89	      	 35	     	 0.51	 0.73	-4.41	 0.70	  0
2-4-2028	07 59 50.36	-60 31 47.51	      	16.45	14.29	12.61	71	 61.66	 	 20.5	*	-0.77	      	 31	     	 0.02	-0.01	-5.87	 0.73	  0
2-4-2110	08 00 02.13	-60 30 30.90	 1.159	18.64	16.31	14.13	22	  0.65	 	 20.8	 	-1.56	 0.012	 76	-1.82	 0.51	 0.60	-4.42	 0.45	  1
2-4-2259	08 00 07.40	-60 31 17.29	      	20.99	17.92	15.53	 7	 13.78	<	  8.0	*	-2.12	      	145	     	 0.21	 0.13	-4.87	 0.22	  0
2-4-2314	08 00 09.16	-60 28 16.10	 4.292	19.99	17.20	14.95	10	  0.29	 	  8.1	 	-1.88	 0.010	109	-1.40	 0.05	 0.17	-5.47	 0.31	  1
2-4-2408	08 00 11.82	-60 25 05.40	 5.656	18.55	16.07	13.88	11	  1.69	 	  8.6	 	-1.46	 0.014	 67	-1.08	 0.56	 0.60	-4.39	 0.48	  1
2-4-2573	08 00 17.40	-60 31 32.29	      	20.84	17.80	15.23	 8	  0.32	 	 21.7	 	-2.08	      	138	     	 0.29	 0.14	-4.72	 0.23	  0
2-4-2908	08 00 27.65	-60 24 49.62	      	19.72	16.79	14.23	 7	  0.29	 	 17.6	 	-1.69	      	 88	     	 0.29	 0.26	-4.71	 0.38	  0
2-4-3227	08 00 38.32	-60 30 47.45	      	20.41	17.62	15.46	 7	  0.34	<	  8.0	 	-2.04	      	132	     	 0.09	-0.15	-5.23	 0.25	  0
2-4-3516	08 00 34.92	-60 31 27.38	      	16.77	14.86	13.12	45	219.34	<	  8.0	*	-1.02	      	 41	     	 0.15	 0.00	-4.94	 0.65	  0
2-4-3615	08 00 51.72	-60 31 44.05	      	19.90	17.24	14.82	 9	 38.81	<	  8.0	*	-1.91	      	113	     	-0.02	-0.09	     	 0.31	  0
2-4-4035	08 01 04.82	-60 29 18.11	      	19.33	16.62	14.45	 9	  1.45	 	  8.9	 	-1.66	      	 85	     	 0.35	 0.29	-4.61	 0.40	  0
2-4-818 	07 59 21.50	-60 27 52.97	      	18.06	15.74	13.60	12	 38.63	<	  8.0	*	-1.34	      	 59	     	 0.03	 0.02	-5.61	 0.53	  0
2-5-107 	08 01 22.88	-60 53 05.67	      	16.64	14.80	12.97	45	  0.51	<	  8.0	 	-1.01	      	 40	     	 0.31	 0.39	-4.60	 0.66	  0
2-5-1074	08 01 47.18	-60 57 54.50	 0.864	19.17	16.55	14.28	15	  0.41	 	 23.3	 	-1.64	 0.008	 83	-1.98	 0.28	 0.42	-4.69	 0.41	  1
2-5-1173	08 01 58.69	-60 50 49.05	      	16.49	14.78	13.99	45	 19.73	<	  8.0	*	-1.02	      	 41	     	-0.02	-0.01	     	 0.66	  0
2-5-1251	08 01 55.47	-60 52 13.20	      	21.17	17.85	14.11	 8	  2.12	 	 25.9	 	-2.06	      	135	     	 0.34	 0.22	-4.69	 0.23	  0
2-5-1285	08 02 01.24	-60 55 11.98	      	21.01	17.98	15.62	 5	  3.23	 	 26.0	 	-2.15	      	150	     	 0.19	 0.18	-4.90	 0.21	  0
2-5-1321	08 02 01.92	-60 58 50.27	      	15.59	14.10	12.01	50	 14.46	<	  8.0	*	-0.74	      	 29	     	 0.50	 0.55	-4.40	 0.75	  0
2-5-1498	08 02 07.82	-60 59 19.81	      	20.29	17.55	15.24	 6	 13.32	<	  8.0	*	-2.02	      	129	     	 0.04	 0.07	-5.54	 0.26	  0
2-5-1527	08 02 08.72	-60 55 45.35	      	18.22	15.76	13.59	24	 12.05	 	  8.6	*	-1.33	      	 59	     	 0.05	 0.03	-5.46	 0.53	  0
2-5-162 	08 01 24.78	-60 53 13.67	      	17.61	15.12	12.28	39	  6.04	<	  8.0	*	-1.08	      	 44	     	 0.03	-0.02	-5.64	 0.62	  0
2-5-1637	08 02 12.20	-60 55 26.14	      	16.45	14.70	12.80	41	  0.91	<	  8.0	 	-0.99	      	 40	     	 0.28	 0.27	-4.63	 0.67	  0
2-5-1670	08 02 13.46	-60 54 40.18	      	19.22	16.60	14.41	17	 17.97	<	  8.0	*	-1.66	      	 85	     	-0.01	-0.02	     	 0.41	  0
2-5-1750	08 02 15.48	-60 51 21.81	      	16.67	14.91	13.10	42	  7.98	<	  8.0	*	-1.08	      	 43	     	 0.02	 0.04	-5.87	 0.64	  0
2-5-2067	08 02 25.76	-60 54 45.20	 0.488	19.73	16.51	13.80	20	 17.68	 	 35.4	*	-1.54	 0.043	 74	-2.18	 0.55	 0.54	-4.46	 0.42	  1
2-5-2268	08 02 32.23	-60 57 52.80	 1.143	19.69	16.92	14.59	 9	  1.56	 	 21.5	 	-1.77	 0.019	 96	-1.93	 0.43	 0.34	-4.52	 0.36	  1
2-5-2422	08 02 37.27	-60 51 14.81	      	18.04	15.90	14.81	24	  7.11	<	  8.0	*	-1.41	      	 64	     	-0.06	-0.04	     	 0.50	  0
2-5-2476	08 02 38.97	-60 57 23.00	 1.262	18.88	16.19	13.90	16	  0.08	 	 19.5	 	-1.48	 0.008	 70	-1.74	 0.30	 0.42	-4.67	 0.47	  1
2-5-2556	08 02 42.28	-60 54 14.91	      	19.65	17.04	15.04	12	 46.70	<	  8.0	*	-1.84	      	104	     	-0.03	-0.08	     	 0.34	  0
2-5-2581	08 02 43.17	-60 53 05.10	 0.359	18.85	16.08	13.79	20	  0.32	 	 23.5	 	-1.43	 0.006	 65	-2.26	 0.27	 0.26	-4.73	 0.48	  1
2-5-2742	08 02 48.75	-60 52 00.90	      	18.17	15.86	13.80	23	  0.00	<	  8.0	 	-1.39	      	 62	     	 0.44	 0.47	-4.48	 0.51	  0
2-5-2906	08 02 56.33	-60 50 50.93	      	19.49	16.94	14.81	11	 14.75	<	  8.0	*	-1.80	      	100	     	 0.03	 0.07	-5.65	 0.35	  0
2-5-2945	08 02 56.42	-60 58 44.80	 1.011	20.01	17.14	15.13	 7	  4.37	 	 10.5	*	-1.84	 0.025	105	-2.01	 0.33	 0.28	-4.64	 0.32	  1
2-5-358 	08 01 30.70	-60 51 00.90	 1.675	18.86	16.35	14.30	20	  0.35	 	 14.5	 	-1.56	 0.007	 76	-1.66	 0.47	 0.57	-4.47	 0.44	  1
2-5-4520	08 03 47.57	-60 51 50.20	 0.528	20.60	17.59	15.32	 6	  0.17	 	 32.9	 	-2.00	 0.013	125	-2.38	 0.46	 0.54	-4.53	 0.26	  1
2-5-494 	08 01 35.30	-60 53 42.20	      	19.24	16.67	14.37	16	  0.77	<	  8.0	 	-1.69	      	 88	     	 0.24	 0.19	-4.76	 0.40	  0
2-5-949 	08 01 51.78	-60 56 30.55	      	18.58	16.17	14.03	20	 16.76	<	  8.0	*	-1.50	      	 71	     	 0.07	-0.03	-5.29	 0.47	  0
2-6-1094	08 01 55.82	-60 42 55.80	 2.355	17.26	15.22	13.19	41	  0.06	<	  8.0	 	-1.15	 0.021	 47	-1.30	 0.58	 0.62	-4.36	 0.60	  1
2-6-117 	08 01 22.49	-60 42 47.63	      	16.15	14.17	13.06	66	 36.14	<	  8.0	*	-0.73	      	 29	     	-0.02	-0.02	     	 0.74	  0
2-6-1200	08 01 58.39	-60 42 50.80	 4.717	16.66	14.79	12.92	49	  1.09	<	  8.0	 	-1.00	 0.010	 40	-0.93	 0.25	 0.32	-4.70	 0.66	  1
2-6-121 	08 01 23.27	-60 46 14.50	 0.332	17.37	15.09	12.94	41	  0.17	 	 51.7	 	-1.08	 0.026	 44	-2.12	 0.60	 0.71	-4.35	 0.62	  1
2-6-1250	08 01 58.22	-60 43 22.70	 4.116	17.62	15.54	13.51	32	  0.21	<	  8.0	 	-1.27	 0.030	 55	-1.12	 0.54	 0.58	-4.39	 0.56	  1
2-6-136 	08 01 24.05	-60 47 23.96	      	20.02	17.29	14.91	11	 28.45	 	  8.5	*	-1.92	      	115	     	 0.01	-0.04	-6.45	 0.30	  0
2-6-1571	08 02 09.97	-60 42 42.10	 8.363	17.26	15.22	13.27	36	  1.43	<	  8.0	 	-1.15	 0.017	 47	-0.75	 0.34	 0.42	-4.59	 0.60	  1
2-6-1700	08 02 14.47	-60 45 43.90	 0.771	19.58	16.87	14.65	14	  0.90	 	 18.4	 	-1.76	 0.009	 95	-2.09	 0.46	 0.40	-4.48	 0.37	  1
2-6-1739	08 02 15.23	-60 45 27.47	      	20.17	17.42	14.75	 8	 52.55	 	 54.2	*	-1.97	      	121	     	 0.17	 0.24	-4.93	 0.28	  0
2-6-1857	08 02 18.74	-60 45 18.59	      	17.44	15.40	13.44	35	  0.20	<	  8.0	 	-1.22	      	 51	     	 0.18	 0.23	-4.85	 0.58	  0
2-6-2033	08 02 24.67	-60 42 37.40	 3.919	18.58	16.00	13.72	25	  2.97	<	  8.0	*	-1.42	 0.006	 65	-1.22	 0.21	 0.19	-4.81	 0.49	  1
2-6-2207	08 02 30.90	-60 48 44.40	 0.715	20.02	17.20	14.71	12	  0.62	 	 34.4	 	-1.87	 0.029	108	-2.18	 0.35	 0.37	-4.62	 0.31	  1
2-6-2346	08 02 34.70	-60 46 04.70	10.988	18.26	15.69	13.43	32	  0.29	 	 18.5	 	-1.30	 0.027	 56	-0.71	 0.42	 0.46	-4.51	 0.54	  1
2-6-240 	08 01 27.59	-60 41 40.80	 8.774	16.64	14.79	12.99	44	  0.05	<	  8.0	 	-1.01	 0.022	 40	-0.66	 0.36	 0.44	-4.53	 0.66	  1
2-6-2407	08 02 36.87	-60 47 26.00	 0.363	19.13	16.33	13.88	22	 12.02	 	 53.5	*	-1.52	 0.010	 73	-2.30	 0.37	 0.38	-4.59	 0.45	  1
2-6-2478	08 02 39.22	-60 46 20.75	      	20.44	17.56	14.99	 9	  2.40	 	 28.6	 	-2.00	      	127	     	 0.38	 0.39	-4.59	 0.26	  0
2-6-2753	08 02 48.35	-60 47 09.50	10.406	18.25	15.96	13.90	26	  1.19	<	  8.0	 	-1.43	 0.013	 65	-0.80	 0.29	 0.33	-4.66	 0.50	  1
2-6-2921	08 02 46.18	-60 43 10.74	      	16.66	14.77	12.92	48	 23.16	<	  8.0	*	-0.99	      	 39	     	 0.09	 0.11	-5.16	 0.66	  0
2-6-3335	08 03 06.00	-60 42 53.80	 0.850	19.40	16.57	14.08	18	 31.03	 	 23.6	*	-1.62	 0.017	 81	-1.98	 0.23	 0.33	-4.80	 0.41	  1
2-6-3567	08 03 12.91	-60 49 03.98	      	18.38	15.78	13.53	27	  4.38	<	  8.0	*	-1.33	      	 58	     	 0.06	 0.00	-5.38	 0.52	  0
2-6-3707	08 03 17.81	-60 49 58.10	 3.297	17.08	15.22	13.31	32	  0.30	<	  8.0	 	-1.18	 0.010	 49	-1.17	 0.50	 0.57	-4.40	 0.60	  1
2-6-4103	08 03 29.88	-60 46 51.40	      	19.68	16.52	13.96	12	 29.30	 	  9.8	*	-1.55	      	 75	     	 0.08	 0.08	-5.29	 0.42	  0
2-6-4162	08 03 32.00	-60 49 11.55	      	20.10	16.89	14.40	 7	 15.35	 	 17.0	*	-1.69	      	 88	     	-0.02	-0.02	     	 0.36	  0
2-6-4184	08 03 32.16	-60 44 26.20	 1.857	18.99	16.46	14.31	13	  0.61	 	 15.5	 	-1.61	 0.018	 81	-1.64	 0.44	 0.46	-4.49	 0.43	  1
2-6-429 	08 01 34.66	-60 41 49.50	 1.179	19.22	16.47	13.99	14	  1.15	 	 18.8	 	-1.59	 0.009	 79	-1.82	 0.23	 0.20	-4.79	 0.42	  1
2-6-440 	08 01 34.70	-60 43 52.60	 2.799	17.34	15.08	12.96	38	  0.30	 	  8.8	 	-1.08	 0.012	 43	-1.19	 0.53	 0.61	-4.40	 0.62	  1
2-6-4563	08 03 42.78	-60 44 37.70	 1.322	19.64	16.96	14.66	 6	  1.14	<	  8.0	 	-1.80	 0.012	 99	-1.88	 0.16	 0.26	-4.95	 0.35	  1
2-6-4584	08 03 43.86	-60 47 47.68	      	19.17	16.61	14.49	11	 20.89	<	  8.0	*	-1.67	      	 86	     	-0.08	 0.02	     	 0.40	  0
2-6-494 	08 01 36.39	-60 45 27.80	 0.489	16.96	14.96	12.76	39	  0.93	 	 47.8	 	-1.04	 0.009	 42	-1.93	 0.76	 0.91	-4.24	 0.64	  1
2-6-565 	08 01 39.71	-60 47 47.22	      	17.67	15.59	13.60	31	 37.99	<	  8.0	*	-1.29	      	 56	     	 0.05	 0.05	-5.39	 0.55	  0
2-6-612 	08 01 41.24	-60 44 42.70	 1.758	18.99	16.44	14.13	20	  1.04	 	 12.1	 	-1.60	 0.018	 80	-1.66	 0.40	 0.44	-4.53	 0.43	  1
2-6-649 	08 01 42.37	-60 44 08.80	 0.809	20.16	17.39	15.06	10	  0.25	 	 27.3	 	-1.95	 0.037	119	-2.17	 0.16	 0.39	-4.96	 0.28	  1
2-6-93  	08 01 22.13	-60 41 38.40	      	16.24	14.29	13.29	54	 28.98	<	  8.0	*	-0.78	      	 31	     	-0.04	-0.04	     	 0.73	  0
2-7-154 	08 01 24.96	-60 40 35.03	      	20.61	17.67	15.10	 8	  3.66	 	 22.7	 	-2.04	      	132	     	 0.36	 0.23	-4.62	 0.25	  0
2-7-1803	08 02 18.19	-60 36 50.18	      	20.62	17.59	15.04	 8	  0.33	 	 34.0	 	-1.99	      	125	     	 0.40	 0.42	-4.59	 0.26	  0
2-7-2171	08 02 29.60	-60 40 56.78	      	21.08	17.91	15.27	 7	  1.70	 	 38.7	 	-2.11	      	143	     	 0.19	 0.29	-4.93	 0.22	  0
2-7-2350	08 02 35.08	-60 37 11.30	 0.564	19.98	17.20	14.68	 9	  0.44	 	 25.4	 	-1.88	 0.014	109	-2.29	 0.41	 0.34	-4.55	 0.31	  1
2-7-2354	08 02 35.32	-60 40 19.60	 4.971	17.12	15.16	13.30	37	  0.06	<	  8.0	 	-1.13	 0.008	 46	-0.97	 0.33	 0.38	-4.60	 0.61	  1
2-7-2368	08 02 36.02	-60 37 55.50	 0.542	20.49	17.59	15.24	 8	  1.15	 	 38.2	 	-2.01	 0.023	128	-2.37	 0.29	 0.50	-4.71	 0.26	  1
2-7-2526	08 02 40.76	-60 37 36.43	      	19.68	16.85	14.50	12	  0.33	 	 26.0	 	-1.73	      	 92	     	 0.06	 0.03	-5.41	 0.37	  0
2-7-2687	08 02 46.14	-60 37 15.10	 1.516	19.83	17.05	14.72	 7	  0.07	 	 12.0	 	-1.82	 0.024	102	-1.83	 0.27	 0.24	-4.72	 0.34	  1
2-7-28  	08 01 20.29	-60 34 02.70	 0.664	18.25	15.96	13.74	 5	  2.49	 	 32.4	 	-1.43	 0.020	 65	-1.99	 0.60	 0.63	-4.35	 0.50	  1
2-7-2821	08 02 51.36	-60 41 02.51	      	18.82	16.23	14.11	21	  4.25	<	  8.0	*	-1.51	      	 72	     	-0.01	 0.00	     	 0.46	  0
2-7-2941	08 02 55.15	-60 39 24.50	 6.881	16.72	14.92	13.02	37	  0.71	<	  8.0	 	-1.07	 0.036	 43	-0.80	 0.34	 0.41	-4.56	 0.64	  1
2-7-432 	08 01 33.39	-60 34 22.24	      	15.86	14.63	12.86	12	  1.80	<	  8.0	 	-0.93	      	 37	     	 0.05	 0.17	-5.44	 0.68	  0
2-7-495 	08 01 36.44	-60 41 05.51	      	18.72	15.94	13.57	27	  3.73	<	  8.0	*	-1.37	      	 61	     	 0.10	 0.04	-5.17	 0.50	  0
2-7-533 	08 01 37.96	-60 40 51.23	      	21.12	18.12	15.67	 6	  3.22	 	 30.7	 	-2.22	      	161	     	 0.33	 0.25	-4.66	 0.20	  0
